City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
526,Dale,US,2022-05-24 00:51:00,38.1689,-86.99,65.91,67,100,5.75,overcast clouds
527,Cocorit,MX,2022-05-24 00:51:01,27.5833,-109.9667,86.27,25,0,13.09,clear sky
528,Santa Vitoria Do Palmar,BR,2022-05-24 00:51:01,-33.5189,-53.3681,54.09,80,61,5.79,broken clouds
529,Tolaga Bay,NZ,2022-05-24 00:51:01,-38.3667,178.3,61.36,57,0,3.8,clear sky
530,Phetchabun,TH,2022-05-24 00:51:02,16.25,101.0833,79.07,84,100,4.36,overcast clouds
531,Matehuala,MX,2022-05-24 00:51:05,23.65,-100.65,73.08,56,1,15.28,clear sky
532,Cravo Norte,CO,2022-05-24 00:51:05,6.3017,-70.2041,79.45,70,4,3.31,clear sky
533,Mana,GF,2022-05-24 00:51:05,5.6592,-53.7767,76.69,87,20,6.93,few clouds
534,Ingham,US,2022-05-24 00:51:06,42.6,-84.3833,57.38,63,40,3.44,scattered clouds
535,Aksu,CN,2022-05-24 00:51:06,41.1231,80.2644,76.33,23,100,8.43,overcast clouds
536,Mpwapwa,TZ,2022-05-24 00:51:06,-6.35,36.4833,59.11,91,14,4.85,few clouds
537,Ukiah,US,2022-05-24 00:51:07,39.1502,-123.2078,85.44,34,0,13.8,clear sky
538,Esil,KZ,2022-05-24 00:51:07,51.9556,66.4042,59.88,51,6,14.83,clear sky
539,Esmeraldas,BR,2022-05-24 00:51:07,-19.7625,-44.3139,63.64,69,11,4.9,few clouds
540,Wanning,CN,2022-05-24 00:51:07,18.8003,110.3967,82.89,82,100,6.4,moderate rain
541,Gao,ML,2022-05-24 00:51:08,16.6362,1.637,84.94,32,99,8.57,overcast clouds
542,Baoding,CN,2022-05-24 00:51:08,38.8511,115.4903,83.52,30,1,6.96,clear sky
543,Robstown,US,2022-05-24 00:51:08,27.7903,-97.6689,81.21,76,0,9.22,clear sky
544,Kukmor,RU,2022-05-24 00:51:09,56.1855,50.8944,32.4,93,98,6.64,overcast clouds
545,Chirongui,YT,2022-05-24 00:51:09,-12.9319,45.1483,76.93,73,6,1.95,clear sky
546,Otane,NZ,2022-05-24 00:51:09,-39.8833,176.6333,59.02,55,0,1.39,clear sky
547,Diofior,SN,2022-05-24 00:51:10,14.1833,-16.6667,70.12,81,21,9.64,few clouds
548,Huarmey,PE,2022-05-24 00:51:10,-10.0681,-78.1522,65.01,84,2,9.62,clear sky
549,Manali,IN,2022-05-24 00:51:10,13.1667,80.2667,86.09,84,85,11.5,overcast clouds
550,Neiafu,TO,2022-05-24 00:51:11,-18.65,-173.9833,84.88,74,40,10.36,scattered clouds
551,Bajos De Haina,DO,2022-05-24 00:52:11,18.4154,-70.0332,79.32,76,61,3.58,broken clouds
552,Gobabis,NA,2022-05-24 00:52:11,-22.45,18.9667,48.79,38,0,6.8,clear sky
553,Caucaia,BR,2022-05-24 00:47:27,-3.7361,-38.6531,80.55,77,0,5.75,clear sky
554,Roald,NO,2022-05-24 00:52:12,62.5833,6.1333,55.33,87,100,6.91,light rain
555,Bundaberg,AU,2022-05-24 00:52:12,-24.85,152.35,69.55,84,93,12.91,overcast clouds
556,Loiza,PR,2022-05-24 00:52:12,18.4313,-65.8802,81.07,83,75,10.36,broken clouds
557,Evensk,RU,2022-05-24 00:52:13,61.95,159.2333,38.05,96,100,3.91,light rain
558,Jinxiang,CN,2022-05-24 00:52:13,27.4327,120.6062,68.5,86,100,3.69,overcast clouds
559,Manono,CD,2022-05-24 00:52:13,-7.3,27.4167,69.44,67,83,3.18,broken clouds
560,Yebaishou,CN,2022-05-24 00:52:13,41.3975,119.6408,80.74,28,43,18.97,scattered clouds
561,Pasni,PK,2022-05-24 00:52:14,25.2631,63.471,81.16,93,0,11.34,clear sky
562,Kalmunai,LK,2022-05-24 00:52:14,7.4167,81.8167,79.41,80,100,8.14,overcast clouds
563,Lundazi,ZM,2022-05-24 00:52:14,-12.2929,33.1782,61.56,80,45,4.88,scattered clouds
564,Kralendijk,BQ,2022-05-24 00:52:15,12.15,-68.2667,80.58,83,0,19.57,clear sky
565,Oum Hadjer,TD,2022-05-24 00:52:15,13.2954,19.6966,84.18,7,0,12.28,clear sky
566,Channel-Port Aux Basques,CA,2022-05-24 00:52:15,47.5702,-59.1367,44.1,87,16,10.02,few clouds
567,Russell,US,2022-05-24 00:52:16,32.3502,-85.1999,71.96,88,75,4.61,broken clouds
568,Isla Vista,US,2022-05-24 00:52:16,34.4133,-119.861,75.9,54,9,6.69,clear sky
569,Ketchikan,US,2022-05-24 00:52:17,55.3422,-131.6461,50.47,76,100,6.91,overcast clouds
570,Arlit,NE,2022-05-24 00:52:17,18.7369,7.3853,84.45,25,14,5.12,few clouds
571,Villaviciosa,ES,2022-05-24 00:52:17,43.4813,-5.4357,56.16,87,79,5.46,broken clouds
572,Waitati,NZ,2022-05-24 00:50:10,-45.75,170.5667,54.34,64,100,11.3,overcast clouds
573,Pirovskoye,RU,2022-05-24 00:52:18,57.6267,92.2658,56.68,65,45,2.01,scattered clouds
574,Pafos,CY,2022-05-24 00:50:12,34.7667,32.4167,65.23,72,0,5.75,clear sky
575,Lang Suan,TH,2022-05-24 00:52:18,9.9456,99.0785,81.5,81,100,5.23,overcast clouds
576,Elko,US,2022-05-24 00:52:18,41.0002,-115.5012,66.22,17,98,14.0,overcast clouds
577,Sobolevo,RU,2022-05-24 00:52:19,54.4299,31.8996,40.84,95,7,7.61,clear sky
578,Fuerte Olimpo,PY,2022-05-24 00:52:19,-21.0415,-57.8738,74.05,47,30,7.27,scattered clouds
579,Kodinsk,RU,2022-05-24 00:52:20,58.6881,99.1844,66.16,45,100,5.41,overcast clouds
580,Tjome,NO,2022-05-24 00:52:20,59.1109,10.3933,56.14,81,75,3.44,broken clouds
581,Lagos,NG,2022-05-24 00:50:34,6.5833,3.75,75.52,94,100,3.91,overcast clouds
582,Kadom,RU,2022-05-24 00:52:20,54.5592,42.4675,37.09,83,100,6.69,overcast clouds
583,Yamada,JP,2022-05-24 00:52:21,39.4667,141.95,65.32,63,7,6.58,clear sky
584,Wajima,JP,2022-05-24 00:52:21,37.4,136.9,70.48,64,20,3.44,few clouds
585,Namibe,AO,2022-05-24 00:52:21,-15.1961,12.1522,67.17,77,0,8.1,clear sky
586,Totoral,PE,2022-05-24 00:52:22,-17.4053,-70.365,57.43,53,0,0.85,clear sky
587,Auki,SB,2022-05-24 00:52:22,-8.7676,160.7034,84.88,69,99,1.74,overcast clouds
588,Yanam,IN,2022-05-24 00:52:22,16.7333,82.2167,85.95,77,49,6.31,scattered clouds
589,Pulivendla,IN,2022-05-24 00:52:23,14.4167,78.2333,81.43,69,12,14.63,few clouds
590,Australind,AU,2022-05-24 00:52:23,-33.2667,115.7167,64.45,74,29,17.4,scattered clouds
591,Ulladulla,AU,2022-05-24 00:52:23,-35.35,150.4667,59.77,69,40,6.06,light rain
592,Tongren,CN,2022-05-24 00:52:24,27.7172,109.1853,64.54,94,100,0.96,overcast clouds
593,Laguna,US,2022-05-24 00:52:24,38.421,-121.4238,96.15,17,0,12.66,clear sky
594,Dabola,GN,2022-05-24 00:52:24,10.75,-11.1167,78.46,69,100,2.21,overcast clouds
595,Tougan,BF,2022-05-24 00:52:25,13.0667,-3.0667,81.46,47,98,0.78,overcast clouds
596,Marathon,US,2022-05-24 00:52:25,44.9,-89.7668,60.33,38,0,11.5,clear sky
597,Morondava,MG,2022-05-24 00:52:25,-20.2833,44.2833,70.18,75,0,6.46,clear sky
598,Ruteng,ID,2022-05-24 00:52:26,-8.6136,120.4721,72.79,61,61,1.5,broken clouds
599,Camacha,PT,2022-05-24 00:53:26,33.0833,-16.3333,62.02,72,40,12.66,scattered clouds
600,Codo,BR,2022-05-24 00:53:07,-4.4553,-43.8856,73.78,81,100,1.19,overcast clouds
601,Kimbe,PG,2022-05-24 00:53:26,-5.5502,150.1429,89.49,59,54,4.14,broken clouds
602,Visalia,US,2022-05-24 00:52:52,36.3302,-119.2921,93.94,23,0,10.36,clear sky
603,Byron Bay,AU,2022-05-24 00:49:44,-28.65,153.6167,61.72,72,100,8.86,overcast clouds
604,Aykhal,RU,2022-05-24 00:53:27,66.0,111.5,39.43,66,100,15.77,overcast clouds
605,Belle Fourche,US,2022-05-24 00:53:27,44.6714,-103.8522,57.33,53,62,3.74,broken clouds
606,Plainview,US,2022-05-24 00:53:28,40.7765,-73.4673,69.67,60,100,1.99,overcast clouds
607,Road Town,VG,2022-05-24 00:52:02,18.4167,-64.6167,80.64,78,40,11.5,scattered clouds
608,Ahipara,NZ,2022-05-24 00:53:28,-35.1667,173.1667,61.34,57,99,5.17,overcast clouds
609,Juba,SS,2022-05-24 00:53:28,4.8517,31.5825,70.41,93,100,4.43,light rain
610,Tateyama,JP,2022-05-24 00:53:29,34.9833,139.8667,67.86,68,3,5.86,clear sky
611,Drayton Valley,CA,2022-05-24 00:53:29,53.2168,-114.9854,56.44,64,97,14.5,overcast clouds
612,Alghero,IT,2022-05-24 00:53:29,40.5589,8.3181,68.14,88,71,10.27,broken clouds
613,Mosquera,CO,2022-05-24 00:52:51,4.7059,-74.2302,55.49,94,75,5.75,thunderstorm
614,Sitamarhi,IN,2022-05-24 00:53:30,26.6,85.4833,83.46,58,0,11.63,clear sky
615,Kaseda,JP,2022-05-24 00:53:30,31.4167,130.3167,70.86,70,100,1.59,overcast clouds
616,San Policarpo,PH,2022-05-24 00:53:30,12.1791,125.5072,84.36,75,43,4.43,scattered clouds
617,Gordeyevka,RU,2022-05-24 00:53:31,52.9569,31.9703,40.57,86,4,7.23,clear sky
618,Inuvik,CA,2022-05-24 00:53:31,68.3499,-133.7218,39.96,41,20,8.05,few clouds
619,Virginia Beach,US,2022-05-24 00:52:41,36.8529,-75.978,66.25,75,100,6.91,overcast clouds
620,Batemans Bay,AU,2022-05-24 00:53:31,-35.7167,150.1833,57.09,59,3,2.53,clear sky
621,Port Hedland,AU,2022-05-24 00:53:32,-20.3167,118.5667,78.85,83,100,4.61,overcast clouds
622,Port-Cartier,CA,2022-05-24 00:53:32,50.0334,-66.8654,48.74,64,4,5.41,clear sky
623,Kathu,TH,2022-05-24 00:53:32,7.9178,98.3332,86.7,99,100,12.01,overcast clouds
624,Ternate,ID,2022-05-24 00:53:33,0.8,127.4,83.3,75,100,4.18,overcast clouds
625,Tangjiazhuang,CN,2022-05-24 00:53:33,39.7333,118.45,83.89,28,0,6.87,clear sky
626,Alanya,TR,2022-05-24 00:50:10,36.5438,31.9998,70.34,69,0,2.15,clear sky
627,Ziway,ET,2022-05-24 00:53:33,7.9333,38.7167,65.48,75,13,7.31,few clouds
628,Ikom,NG,2022-05-24 00:53:34,5.9667,8.7063,71.33,97,100,1.63,overcast clouds
629,Joensuu,FI,2022-05-24 00:53:34,62.6012,29.7632,39.69,81,0,3.44,clear sky
630,Lander,US,2022-05-24 00:53:34,42.833,-108.7307,56.1,49,99,3.4,overcast clouds
631,Cizre,TR,2022-05-24 00:53:35,37.3272,42.1903,62.76,58,8,2.21,clear sky
632,Boyolangu,ID,2022-05-24 00:53:35,-8.1181,111.8935,80.4,74,69,3.0,broken clouds
633,Itarema,BR,2022-05-24 00:53:35,-2.9248,-39.9167,75.88,85,100,5.37,overcast clouds
634,Odweyne,SO,2022-05-24 00:53:35,9.4092,45.064,76.42,53,39,10.63,scattered clouds
635,Katsuura,JP,2022-05-24 00:53:36,35.1333,140.3,68.22,66,10,4.65,clear sky
636,Pedasi,PA,2022-05-24 00:53:36,7.5333,-80.0333,80.06,79,100,3.18,overcast clouds
637,Mundo Nuevo,MX,2022-05-24 00:53:37,18.7,-95.5,81.95,79,2,15.93,clear sky
638,Shirokiy,RU,2022-05-24 00:53:37,49.758,129.523,49.68,78,100,11.32,overcast clouds
639,Mahanje,TZ,2022-05-24 00:53:37,-9.9333,35.3333,59.16,91,74,1.36,broken clouds
640,Namtsy,RU,2022-05-24 00:53:37,62.7161,129.6658,53.13,71,100,4.92,light rain
641,Hay River,CA,2022-05-24 00:53:38,60.8156,-115.7999,42.76,48,75,10.36,broken clouds
642,Paso De Patria,AR,2022-05-24 00:53:38,-27.2454,-58.5454,64.45,84,0,7.96,clear sky
643,Homestead,US,2022-05-24 00:54:38,25.4687,-80.4776,83.01,87,75,11.5,light intensity drizzle
644,Sundargarh,IN,2022-05-24 00:54:39,22.1167,84.0333,84.42,54,4,5.5,clear sky
645,Bosobolo,CD,2022-05-24 00:54:39,4.1833,19.9,69.22,99,100,3.15,moderate rain
646,Sinor,IN,2022-05-24 00:54:39,21.9167,73.3333,84.22,71,1,12.15,clear sky
647,Melito Di Porto Salvo,IT,2022-05-24 00:54:40,37.9222,15.7714,73.29,45,1,4.61,clear sky
648,Anchorage,US,2022-05-24 00:54:40,61.2181,-149.9003,63.48,54,40,17.27,scattered clouds
649,Flin Flon,CA,2022-05-24 00:51:52,54.7682,-101.865,55.31,30,100,10.09,overcast clouds
650,Skagen,DK,2022-05-24 00:54:40,57.7209,10.5839,53.51,77,100,27.67,overcast clouds
651,Katherine,AU,2022-05-24 00:54:41,-14.4667,132.2667,84.52,39,35,11.5,scattered clouds
652,Dudinka,RU,2022-05-24 00:54:41,69.4058,86.1778,33.62,82,100,13.87,overcast clouds
653,Tiznit,MA,2022-05-24 00:54:41,29.5833,-9.5,65.62,73,1,1.54,clear sky
654,Winnemucca,US,2022-05-24 00:50:02,40.973,-117.7357,75.25,13,0,9.22,clear sky
655,Ostrovnoy,RU,2022-05-24 00:54:42,68.0531,39.5131,32.13,84,100,15.52,overcast clouds
656,Kamloops,CA,2022-05-24 00:54:42,50.6665,-120.3192,65.39,60,75,8.05,broken clouds
657,Saurimo,AO,2022-05-24 00:54:42,-9.6608,20.3916,59.7,41,57,5.97,broken clouds
658,Mogadishu,SO,2022-05-24 00:54:43,2.0371,45.3438,79.5,88,99,14.2,overcast clouds
659,Kysyl-Syr,RU,2022-05-24 00:54:43,63.8986,122.7617,49.39,91,100,3.98,light rain
660,Skelleftea,SE,2022-05-24 00:54:43,64.7507,20.9528,44.96,61,45,4.61,scattered clouds
661,Jiamusi,CN,2022-05-24 00:54:44,46.8333,130.35,69.37,51,99,10.78,light rain
662,Saint-Joseph,RE,2022-05-24 00:54:44,-21.3667,55.6167,68.38,78,46,12.55,scattered clouds
663,Penha,BR,2022-05-24 00:51:20,-26.7694,-48.6458,60.67,94,0,5.75,clear sky
664,Ugoofaaru,MV,2022-05-24 00:54:44,5.6667,73.0,83.26,76,100,14.76,overcast clouds
665,Yuanping,CN,2022-05-24 00:54:45,38.7153,112.7575,72.14,46,5,2.04,clear sky
666,Salinopolis,BR,2022-05-24 00:52:18,-0.6136,-47.3561,76.91,87,100,6.51,overcast clouds
667,Boguchany,RU,2022-05-24 00:54:45,58.3814,97.4531,63.21,53,100,4.16,overcast clouds
668,Balaipungut,ID,2022-05-24 00:54:45,1.05,101.2833,77.76,94,100,1.32,overcast clouds
669,Kailua,US,2022-05-24 00:54:46,21.4022,-157.7394,81.14,71,100,13.8,overcast clouds
670,Wagar,SD,2022-05-24 00:54:46,16.1525,36.2032,83.61,33,4,12.55,clear sky
671,Sao Cristovao,BR,2022-05-24 00:54:46,-11.0147,-37.2064,80.51,65,20,13.8,few clouds
672,Kiunga,PG,2022-05-24 00:54:47,-6.1219,141.2906,84.45,71,73,3.06,broken clouds
673,Awjilah,LY,2022-05-24 00:54:47,29.1081,21.2869,74.57,11,0,9.89,clear sky
