City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Burnie,AU,2022-05-22 14:37:01,-41.0667,145.9167,44.94,87,11,5.21
297,Toamasina,MG,2022-05-22 14:37:01,-18.1667,49.3833,75.2,88,40,5.75
298,Nizhnevartovsk,RU,2022-05-22 14:32:59,60.9344,76.5531,71.62,46,0,18.01
299,Arauco,CL,2022-05-22 14:37:02,-37.2463,-73.3175,53.92,97,100,19.33
300,Laramie,US,2022-05-22 14:37:02,41.3114,-105.5911,40.08,53,0,17.27
301,Priiskovyy,RU,2022-05-22 14:37:02,51.9333,116.6333,54.64,67,93,4.29
302,Miquelon,PM,2022-05-22 14:37:03,47.0975,-56.3814,50.0,82,100,12.39
303,Mutis,CO,2022-05-22 14:37:03,6.2262,-77.4044,82.15,80,45,4.16
304,Road Town,VG,2022-05-22 14:36:04,18.4167,-64.6167,86.04,66,20,11.5
305,Port Hedland,AU,2022-05-22 14:37:03,-20.3167,118.5667,77.05,100,100,4.61
306,Nyaunglebin,MM,2022-05-22 14:37:04,17.95,96.7333,77.11,82,100,2.57
307,Alofi,NU,2022-05-22 14:37:04,-19.0595,-169.9187,67.89,94,20,1.14
308,Lumeje,AO,2022-05-22 14:37:04,-11.55,20.7833,80.49,29,83,5.53
309,Tambopata,PE,2022-05-22 14:38:04,-12.7333,-69.1833,73.29,83,75,4.61
310,Dickinson,US,2022-05-22 14:38:05,29.4608,-95.0513,77.04,86,100,1.99
311,Siniscola,IT,2022-05-22 14:38:05,40.5719,9.6922,81.95,47,0,5.55
312,Codrington,AU,2022-05-22 14:38:05,-38.2667,141.9667,44.06,92,7,8.25
313,Saint Anthony,US,2022-05-22 14:38:06,45.0205,-93.218,50.25,58,0,12.66
314,Tilichiki,RU,2022-05-22 14:38:06,60.4667,166.1,32.11,93,55,4.76
315,Alugan,PH,2022-05-22 14:38:06,12.2188,125.4808,80.29,85,100,8.93
316,Geraldton,AU,2022-05-22 14:38:07,-28.7667,114.6,66.61,63,75,14.97
317,Douentza,ML,2022-05-22 14:38:07,14.9951,-2.9517,98.78,22,100,8.79
318,Ostrov,RU,2022-05-22 14:38:07,57.3439,28.3537,60.53,38,90,8.3
319,Morgan City,US,2022-05-22 14:38:08,29.6994,-91.2068,82.0,89,75,6.91
320,Charleston,US,2022-05-22 14:36:04,32.7766,-79.9309,82.42,69,0,9.22
321,Matagami,CA,2022-05-22 14:38:08,49.7502,-77.6328,33.91,100,100,4.61
322,Brae,GB,2022-05-22 14:38:08,60.3964,-1.353,52.07,93,100,12.19
323,Vila Franca Do Campo,PT,2022-05-22 14:38:09,37.7167,-25.4333,73.2,86,100,2.33
324,Seredka,RU,2022-05-22 14:38:09,58.1584,28.1858,60.55,29,20,8.57
325,Westport,US,2022-05-22 14:37:07,41.1415,-73.3579,89.28,77,62,5.01
326,Teruel,ES,2022-05-22 14:38:10,40.6667,-0.6667,79.54,19,100,16.58
327,Hereford,GB,2022-05-22 14:38:10,52.0568,-2.7148,69.62,65,90,1.01
328,Tadine,NC,2022-05-22 14:38:10,-21.55,167.8833,74.61,88,68,4.97
329,Battonya,HU,2022-05-22 14:38:11,46.2833,21.0167,77.05,45,1,11.34
330,Kodinsk,RU,2022-05-22 14:38:11,58.6881,99.1844,46.92,90,68,2.8
331,Ganzhou,CN,2022-05-22 14:38:11,28.8184,115.4327,65.64,98,100,4.99
332,Iida,JP,2022-05-22 14:38:11,35.5197,137.8207,61.03,88,42,7.0
333,Khandyga,RU,2022-05-22 14:38:12,62.6667,135.6,38.52,82,12,3.58
334,Mucuri,BR,2022-05-22 14:38:12,-18.0864,-39.5508,74.82,66,37,7.52
335,Beloha,MG,2022-05-22 14:38:12,-25.1667,45.05,71.26,55,23,7.83
336,Bandarbeyla,SO,2022-05-22 14:38:13,9.4942,50.8122,81.5,81,76,23.73
337,Matara,LK,2022-05-22 14:38:13,5.9485,80.5353,79.38,88,10,11.92
338,Ondjiva,AO,2022-05-22 14:33:53,-17.0667,15.7333,78.87,11,0,2.44
339,Yalutorovsk,RU,2022-05-22 14:38:13,56.6536,66.3006,44.98,76,48,7.43
340,Russell,US,2022-05-22 14:38:14,32.3502,-85.1999,81.91,73,0,3.44
341,Ola,RU,2022-05-22 14:38:14,59.5833,151.2833,39.15,97,100,17.02
342,Moissala,TD,2022-05-22 14:38:14,8.3404,17.7663,97.23,26,64,4.99
343,Abnub,EG,2022-05-22 14:38:14,27.2696,31.1511,88.02,14,0,18.43
344,Riyadh,SA,2022-05-22 14:35:47,24.6877,46.7219,105.94,6,2,10.36
345,Hofn,IS,2022-05-22 14:38:15,64.2539,-15.2082,53.62,54,75,17.27
346,Yar-Sale,RU,2022-05-22 14:28:35,66.8333,70.8333,35.28,86,100,22.28
347,Nome,US,2022-05-22 14:38:15,64.5011,-165.4064,53.67,29,0,16.11
348,Tevriz,RU,2022-05-22 14:38:15,57.509,72.4042,46.2,92,100,5.7
349,Namie,JP,2022-05-22 14:38:16,37.4833,141.0,56.71,90,0,5.53
350,Klaksvik,FO,2022-05-22 14:39:16,62.2266,-6.589,52.72,88,77,9.37
351,Lakeway,US,2022-05-22 14:39:16,30.3638,-97.9796,66.92,72,100,6.91
352,Galdar,ES,2022-05-22 14:39:17,28.147,-15.6502,75.34,69,6,15.66
353,Dingtao,CN,2022-05-22 14:39:17,35.0683,115.5625,72.99,38,80,8.08
354,Kamphaeng Phet,TH,2022-05-22 14:39:17,16.25,99.5,78.71,78,95,2.8
355,Sandwick,GB,2022-05-22 14:39:17,60.0,-1.25,53.42,87,20,11.5
356,Jieshi,CN,2022-05-22 14:39:18,22.8134,115.8257,72.82,88,93,17.25
357,Sorland,NO,2022-05-22 14:39:18,67.667,12.6934,48.06,93,100,4.61
358,Valentin Gomez Farias,MX,2022-05-22 14:39:18,28.2167,-106.5833,71.94,18,47,4.0
359,Novi Troyany,UA,2022-05-22 14:39:18,45.9427,28.8563,67.33,46,94,13.31
360,Kaka,TM,2022-05-22 14:39:19,37.3482,59.6143,72.88,27,0,9.08
361,Matay,EG,2022-05-22 14:39:19,28.419,30.7792,85.91,14,0,18.48
362,Marystown,CA,2022-05-22 14:39:19,47.1666,-55.1483,59.86,100,99,5.99
363,Marsh Harbour,BS,2022-05-22 14:39:20,26.5412,-77.0636,79.11,79,97,15.39
364,Kidal,ML,2022-05-22 14:39:20,18.4411,1.4078,95.99,22,61,9.35
365,Torbay,CA,2022-05-22 14:35:31,47.6666,-52.7314,61.57,45,100,13.8
366,Awjilah,LY,2022-05-22 14:39:20,29.1081,21.2869,84.29,16,0,13.11
367,Give,DK,2022-05-22 14:39:20,55.8398,9.25,61.99,51,40,10.36
368,Erenhot,CN,2022-05-22 14:39:21,43.6475,111.9767,68.97,37,51,7.4
369,Great Yarmouth,GB,2022-05-22 14:39:21,52.6083,1.7305,70.05,74,78,14.2
370,Nicoya,CR,2022-05-22 14:39:21,10.1483,-85.452,83.41,71,92,1.99
371,Pringsewu,ID,2022-05-22 14:39:22,-5.3582,104.9744,74.44,97,98,2.26
372,Namuac,PH,2022-05-22 14:39:22,18.6109,121.1657,76.69,94,100,4.52
373,Santiago De Chuco,PE,2022-05-22 14:39:22,-8.15,-78.1833,59.18,58,12,2.08
374,Tumut,AU,2022-05-22 14:39:22,-35.3,148.2167,46.72,91,23,4.32
375,San Rafael Del Sur,NI,2022-05-22 14:39:23,11.8485,-86.4384,77.97,80,100,5.88
376,Shediac,CA,2022-05-22 14:39:23,46.2198,-64.5411,72.12,78,40,8.05
377,Sabang,ID,2022-05-22 14:39:23,5.8933,95.3214,83.84,77,100,21.92
378,Farmington,US,2022-05-22 14:38:17,36.7281,-108.2187,61.77,33,0,6.91
379,Te Anau,NZ,2022-05-22 14:39:23,-45.4167,167.7167,36.82,90,42,0.81
380,Lazaro Cardenas,MX,2022-05-22 14:39:24,17.9583,-102.2,80.29,68,81,3.33
381,Seoul,KR,2022-05-22 14:37:29,37.5683,126.9778,64.0,83,0,2.3
382,Kizema,RU,2022-05-22 14:39:24,61.113,44.8302,36.84,85,100,9.46
383,Faya,SA,2022-05-22 14:39:24,18.3851,42.4509,86.11,26,4,10.36
384,Aktau,KZ,2022-05-22 14:36:13,43.65,51.2,63.18,68,2,23.13
385,Hagi,JP,2022-05-22 14:39:25,34.4,131.4167,67.86,80,0,2.39
386,Shenkursk,RU,2022-05-22 14:39:25,62.1091,42.896,41.63,63,100,10.16
387,Soyo,AO,2022-05-22 14:39:25,-6.1349,12.3689,79.07,70,92,10.98
388,La Ronge,CA,2022-05-22 14:39:25,55.1001,-105.2842,52.05,30,40,6.91
389,Nyazepetrovsk,RU,2022-05-22 14:39:26,56.0531,59.6028,38.84,87,87,9.26
390,Bairiki,KI,2022-05-22 14:39:26,1.3292,172.9752,80.6,89,75,8.05
391,Vardo,NO,2022-05-22 14:39:26,70.3705,31.1107,37.38,93,100,11.5
392,Mandalgovi,MN,2022-05-22 14:39:27,45.7625,106.2708,62.44,28,96,14.52
393,Pacocha,PE,2022-05-22 14:39:27,-17.5833,-71.3333,66.94,73,75,5.01
394,Diffa,NE,2022-05-22 14:39:27,13.3154,12.6113,102.06,8,51,15.66
395,Ambanja,MG,2022-05-22 14:39:27,-13.6833,48.45,82.33,89,96,2.28
396,Caravelas,BR,2022-05-22 14:39:28,-17.7125,-39.2481,76.89,60,23,8.43
397,Jalu,LY,2022-05-22 14:39:28,29.0331,21.5482,84.43,17,0,13.44
398,Terney,RU,2022-05-22 14:39:28,45.0503,136.6092,48.47,95,54,5.77
399,Pangkalanbuun,ID,2022-05-22 14:35:50,-2.6833,111.6167,75.4,98,53,2.8
400,Vrangel,RU,2022-05-22 14:40:29,42.7297,133.0839,50.86,89,16,3.0
401,Watertown,US,2022-05-22 14:38:58,42.3709,-71.1828,93.51,57,0,5.01
402,Bilma,NE,2022-05-22 14:40:29,18.6853,12.9164,102.29,6,20,6.58
403,Durant,US,2022-05-22 14:38:56,33.994,-96.3708,57.72,67,100,12.66
404,Skibbereen,IE,2022-05-22 14:40:29,51.55,-9.2667,59.11,72,74,16.33
405,Shingu,JP,2022-05-22 14:40:29,33.7333,135.9833,63.09,77,0,7.43
406,Tsabong,BW,2022-05-22 14:40:30,-26.0217,22.401,62.1,44,1,0.92
407,Namatanai,PG,2022-05-22 14:40:30,-3.6667,152.4333,79.59,76,81,9.53
408,Rosarito,MX,2022-05-22 14:40:30,32.3333,-117.0333,63.48,68,6,1.12
409,Belyy Yar,RU,2022-05-22 14:40:31,53.6039,91.3903,75.09,36,0,4.47
410,Bogorodskoye,RU,2022-05-22 14:40:31,56.55,37.8833,45.55,55,79,12.97
411,Morant Bay,JM,2022-05-22 14:40:31,17.8815,-76.4093,89.71,78,100,12.59
412,Muriti,TZ,2022-05-22 14:40:31,-1.9833,32.9167,75.99,59,24,4.97
413,Pandan,PH,2022-05-22 14:40:32,14.0453,124.1694,79.77,87,99,7.49
414,Port Macquarie,AU,2022-05-22 14:40:32,-31.4333,152.9167,55.89,82,100,3.69
415,Barcelona,ES,2022-05-22 14:36:17,41.3888,2.159,100.81,42,0,12.66
416,Mata,PT,2022-05-22 14:40:32,40.683,-7.4592,73.6,74,100,8.7
417,Agadez,NE,2022-05-22 14:36:05,19.75,10.25,100.89,7,100,7.81
418,Pangody,RU,2022-05-22 14:40:33,65.85,74.4859,52.5,63,98,18.57
419,Villa Maria,AR,2022-05-22 14:40:33,-32.4075,-63.2402,63.82,54,81,13.73
420,Dingle,PH,2022-05-22 14:40:33,10.9995,122.6711,77.85,90,100,3.71
421,Waipawa,NZ,2022-05-22 14:40:33,-41.4122,175.5153,47.46,81,18,3.49
422,Petropavlovsk-Kamchatskiy,RU,2022-05-22 14:40:34,53.0452,158.6483,41.59,87,75,2.24
423,Dicabisagan,PH,2022-05-22 14:40:34,17.0818,122.4157,79.75,85,100,7.45
424,Manavalakurichi,IN,2022-05-22 14:40:34,8.1333,77.3,79.66,85,100,17.96
425,Allende,MX,2022-05-22 14:40:34,25.2833,-100.0167,81.28,66,27,6.44
426,Christchurch,NZ,2022-05-22 14:40:35,-43.5333,172.6333,45.95,80,100,8.05
427,Kilindoni,TZ,2022-05-22 14:40:35,-7.9139,39.6668,79.65,73,90,10.25
428,Pineville,US,2022-05-22 14:36:21,31.3224,-92.4343,71.49,84,100,4.61
429,Omboue,GA,2022-05-22 14:40:35,-1.5746,9.2618,80.19,73,77,10.85
430,Roald,NO,2022-05-22 14:40:36,62.5833,6.1333,62.01,72,40,2.3
431,Boa Vista,BR,2022-05-22 14:40:36,2.8197,-60.6733,75.18,88,100,2.3
432,Komatipoort,ZA,2022-05-22 14:40:36,-25.4332,31.9548,62.06,91,100,5.46
433,Burayevo,RU,2022-05-22 14:40:36,55.8407,55.4083,41.29,81,98,7.29
434,Mbandaka,CD,2022-05-22 14:40:37,0.0487,18.2603,81.23,71,84,4.29
435,Ritchie,ZA,2022-05-22 14:40:37,-29.038,24.6028,65.41,52,20,7.61
436,Ilulissat,GL,2022-05-22 14:40:37,69.2167,-51.1,33.82,93,75,0.0
437,Rock Springs,US,2022-05-22 14:37:02,41.5875,-109.2029,43.23,42,0,6.91
438,Taltal,CL,2022-05-22 14:40:37,-25.4,-70.4833,67.6,60,0,7.52
439,Clarence Town,AU,2022-05-22 14:40:38,-32.5833,151.7833,57.97,96,100,0.38
440,Strausberg,DE,2022-05-22 14:40:38,52.5786,13.8874,67.82,55,77,8.84
441,Stabat,ID,2022-05-22 14:40:38,3.761,98.4513,79.0,95,100,2.73
442,Waynesboro,US,2022-05-22 14:40:39,38.0685,-78.8895,81.36,64,0,8.05
443,Goderich,CA,2022-05-22 14:40:39,43.7501,-81.7165,46.72,93,100,5.75
444,Beira,MZ,2022-05-22 14:40:39,-19.8436,34.8389,75.29,94,75,10.36
445,Prado,BR,2022-05-22 14:40:39,-17.3411,-39.2208,77.81,57,17,7.23
446,Birjand,IR,2022-05-22 14:41:40,32.8663,59.2211,79.27,13,0,13.8
447,Juybar,IR,2022-05-22 14:41:40,36.6412,52.9124,78.96,51,19,7.67
448,Kruisfontein,ZA,2022-05-22 14:41:40,-34.0033,24.7314,59.0,68,100,4.56
449,Choya,RU,2022-05-22 14:41:40,52.0108,86.5467,66.16,69,100,4.72
450,Volosovo,RU,2022-05-22 14:41:41,59.4333,29.4833,49.86,33,0,10.8
451,Suhum,GH,2022-05-22 14:41:41,6.0409,-0.45,79.27,72,99,4.65
452,Nanchang,CN,2022-05-22 14:41:41,28.6833,115.8833,66.11,93,100,6.24
453,Goure,NE,2022-05-22 14:41:42,13.9835,10.2704,103.01,8,52,11.61
454,Dunedin,NZ,2022-05-22 14:39:36,-45.8742,170.5036,45.81,71,100,8.99
455,Taree,AU,2022-05-22 14:41:42,-31.9,152.4667,61.11,93,100,1.41
456,Samarai,PG,2022-05-22 14:41:42,-10.6167,150.6667,80.35,81,42,6.44
457,Kirakira,SB,2022-05-22 14:41:42,-10.4544,161.9205,79.5,83,16,3.96
458,Alyangula,AU,2022-05-22 14:41:43,-13.8483,136.4192,77.79,81,27,10.85
459,Bansgaon,IN,2022-05-22 14:41:43,26.5586,83.3481,81.72,55,91,10.96
460,Asyut,EG,2022-05-22 14:41:43,27.181,31.1837,87.98,14,0,18.59
461,Cherskiy,RU,2022-05-22 14:41:44,68.75,161.3,47.41,61,97,9.4
462,Kurtalan,TR,2022-05-22 14:41:44,37.9272,41.7028,79.14,33,99,4.99
463,Hualmay,PE,2022-05-22 14:41:44,-11.0964,-77.6139,66.76,77,66,6.69
464,Mama,RU,2022-05-22 14:41:44,58.3106,112.8986,45.68,94,100,1.07
465,Bubaque,GW,2022-05-22 14:41:45,11.2833,-15.8333,78.66,74,91,11.7
466,Bazarnyye Mataki,RU,2022-05-22 14:41:45,54.8833,49.9333,43.84,68,51,7.67
467,Cochabamba,BO,2022-05-22 14:41:45,-17.3895,-66.1568,65.8,31,75,3.44
468,Baruun-Urt,MN,2022-05-22 14:41:45,46.6806,113.2792,61.79,28,16,5.44
469,Hovd,MN,2022-05-22 14:41:46,48.0056,91.6419,67.3,19,100,2.51
470,Port Lincoln,AU,2022-05-22 14:41:27,-34.7333,135.8667,61.92,75,100,10.65
471,Asekeyevo,RU,2022-05-22 14:41:46,53.5742,52.7972,47.89,77,81,2.51
472,Kazanskoye,RU,2022-05-22 14:41:46,55.6448,69.235,46.81,66,97,8.32
473,Bayji,IQ,2022-05-22 14:41:47,34.9311,43.487,98.83,7,20,6.26
474,Belaya Gora,RU,2022-05-22 14:41:47,68.5333,146.4167,44.24,85,100,3.76
475,Palpa,PE,2022-05-22 14:41:47,-14.5336,-75.1856,73.6,53,66,4.18
476,Aitape,PG,2022-05-22 14:41:47,-3.1374,142.3475,78.75,86,80,3.98
477,Pyapon,MM,2022-05-22 14:41:48,16.2833,95.6833,81.25,86,100,8.23
478,Kosh-Agach,RU,2022-05-22 14:41:48,50.0,88.6667,64.17,26,100,4.14
479,Penzance,GB,2022-05-22 14:41:48,50.1186,-5.5371,61.48,78,70,9.78
480,Kondinskoye,RU,2022-05-22 14:41:48,59.6481,67.41,43.61,86,100,12.84
481,Teguldet,RU,2022-05-22 14:41:49,57.3064,88.1667,61.14,57,100,11.48
482,Aloleng,PH,2022-05-22 14:41:49,16.1307,119.7824,81.21,83,95,14.9
483,Eisenach,DE,2022-05-22 14:41:49,50.9833,10.3167,70.95,56,95,3.49
484,Puerto Escondido,MX,2022-05-22 14:41:50,15.85,-97.0667,83.62,57,0,6.38
485,Grindavik,IS,2022-05-22 14:41:50,63.8424,-22.4338,53.55,66,20,25.32
486,San Cristobal,VE,2022-05-22 14:41:50,7.7669,-72.225,75.38,43,9,10.27
487,Svetlaya,RU,2022-05-22 14:41:50,46.5389,138.3297,43.75,96,99,13.51
488,Qaqortoq,GL,2022-05-22 14:41:51,60.7167,-46.0333,37.44,96,100,17.52
489,Zhumadian,CN,2022-05-22 14:41:51,32.9794,114.0294,69.87,66,9,3.98
490,Jedburgh,GB,2022-05-22 14:41:51,55.48,-2.552,63.03,77,100,16.35
491,Isangel,VU,2022-05-22 14:41:51,-19.55,169.2667,75.96,86,76,7.38
492,Livingston,GB,2022-05-22 14:41:52,55.9029,-3.5226,63.21,68,40,18.41
493,Pavlikeni,BG,2022-05-22 14:41:52,43.2428,25.3219,79.83,37,11,18.81
494,Turbat,PK,2022-05-22 14:42:52,26.0023,63.044,100.69,20,0,9.26
495,Yabrud,SY,2022-05-22 14:42:53,33.9674,36.6574,67.62,19,28,11.54
496,Nuuk,GL,2022-05-22 14:41:50,64.1835,-51.7216,34.41,100,100,39.12
497,Kazerun,IR,2022-05-22 14:42:53,29.6195,51.6541,91.38,5,0,8.59
498,Kalmunai,LK,2022-05-22 14:42:53,7.4167,81.8167,85.01,65,15,1.92
499,Koslan,RU,2022-05-22 14:42:53,63.4564,48.8989,33.98,96,100,12.33
500,Saint-Georges,GD,2022-05-22 14:42:54,12.0564,-61.7485,85.68,66,20,20.71
501,Tessalit,ML,2022-05-22 14:42:54,20.1986,1.0114,104.14,9,50,14.61
502,Vwawa,TZ,2022-05-22 14:42:54,-9.1167,32.9333,68.34,68,78,3.69
503,Maglavit,RO,2022-05-22 14:42:55,44.0333,23.1,77.76,30,2,20.78
504,Sai Buri,TH,2022-05-22 14:42:55,6.7013,101.6168,80.55,81,100,6.85
505,Novaya Zaimka,RU,2022-05-22 14:42:55,56.4857,66.9241,44.11,76,38,8.3
506,Suntar,RU,2022-05-22 14:42:55,62.1444,117.6319,49.19,83,100,3.58
507,Montorio Al Vomano,IT,2022-05-22 14:42:56,42.5831,13.6383,86.43,50,64,1.39
508,Egvekinot,RU,2022-05-22 14:42:56,66.3167,-179.1667,38.08,69,99,7.56
509,Vestmannaeyjar,IS,2022-05-22 14:42:56,63.4427,-20.2734,56.39,58,0,6.91
510,Troitsko-Pechorsk,RU,2022-05-22 14:42:56,62.7084,56.1964,33.44,98,100,10.36
511,Berea,US,2022-05-22 14:42:57,41.3662,-81.8543,66.11,90,100,13.8
512,Finschhafen,PG,2022-05-22 14:42:57,-6.6024,147.8681,79.95,79,38,4.21
513,Severo-Yeniseyskiy,RU,2022-05-22 14:42:57,60.3725,93.0408,44.51,82,0,2.1
514,Pemberton,CA,2022-05-22 14:41:18,50.3164,-122.8027,42.49,70,6,1.25
515,Rognan,NO,2022-05-22 14:42:58,67.0953,15.3878,53.74,81,100,3.83
516,San Carlos De Bariloche,AR,2022-05-22 14:42:08,-41.1456,-71.3082,40.24,100,75,0.0
517,Teya,RU,2022-05-22 14:42:58,60.3778,92.6267,47.88,81,1,2.17
518,Kelheim,DE,2022-05-22 14:42:58,48.9167,11.8667,79.16,44,28,4.36
519,Tashtyp,RU,2022-05-22 14:42:58,52.7939,89.8983,67.21,51,100,2.93
520,Bara,NG,2022-05-22 14:42:59,10.3744,10.7288,96.58,22,31,3.89
521,Santa Maria,BR,2022-05-22 14:42:59,-29.6842,-53.8069,60.1,77,20,3.44
522,Iranshahr,IR,2022-05-22 14:42:59,27.2025,60.6848,102.54,11,0,16.11
523,Jalapa,MX,2022-05-22 14:42:25,19.5333,-96.9167,81.18,31,0,4.61
524,Riwaka,NZ,2022-05-22 14:43:00,-41.0833,173.0,47.55,81,4,5.5
525,General Roca,AR,2022-05-22 14:43:00,-39.0333,-67.5833,60.62,19,100,10.09
526,Lumut,MY,2022-05-22 14:43:00,4.2323,100.6298,84.22,84,20,0.0
527,Leopoldsburg,BE,2022-05-22 14:43:00,51.1167,5.25,76.6,40,100,6.91
528,Susehri,TR,2022-05-22 14:43:01,40.1644,38.0867,69.13,46,99,6.58
529,Alice Springs,AU,2022-05-22 14:43:01,-23.7,133.8833,47.75,61,0,0.0
530,Kabanjahe,ID,2022-05-22 14:43:01,3.1001,98.4908,63.61,97,76,3.36
531,Kloulklubed,PW,2022-05-22 14:43:02,7.0419,134.2556,75.7,76,96,8.81
532,Gueret,FR,2022-05-22 14:43:02,46.1667,1.8667,85.77,36,100,3.13
533,Tefe,BR,2022-05-22 14:43:05,-3.3542,-64.7114,86.11,74,20,5.75
534,Port Hardy,CA,2022-05-22 14:41:22,50.6996,-127.4199,44.78,93,100,4.61
535,Nemuro,JP,2022-05-22 14:43:05,43.3236,145.575,46.6,99,100,8.37
536,Rundu,NA,2022-05-22 14:43:07,-17.9333,19.7667,72.25,17,0,3.71
537,Washim,IN,2022-05-22 14:43:07,20.1,77.15,94.3,25,1,15.32
538,Rodeo,US,2022-05-22 14:43:08,38.033,-122.2669,66.27,77,0,1.01
539,Coihaique,CL,2022-05-22 14:42:34,-45.5752,-72.0662,37.35,81,40,5.75
540,Lorengau,PG,2022-05-22 14:44:08,-2.0226,147.2712,82.51,73,94,9.84
541,Nara,JP,2022-05-22 14:39:16,34.6851,135.8049,66.49,81,0,2.1
